time,src_ip,cart_name,confidence,attack_phase,store_event,correct
161.0,10.1.1.30,ATTACKER-Cart-8,0.98,Phase2-UDP-Large-Flood,Firmware-Update,True
161.0,10.1.1.27,ATTACKER-Cart-5,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
161.0,10.1.1.29,ATTACKER-Cart-7,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
161.01,10.1.1.23,ATTACKER-Cart-1,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
161.01,10.1.1.24,ATTACKER-Cart-2,0.99,Phase2-UDP-Large-Flood,Firmware-Update,True
161.05,10.1.1.22,ATTACKER-Cart-0,0.96,Phase2-UDP-Large-Flood,Firmware-Update,True
161.09,10.1.1.31,ATTACKER-Cart-9,0.88,Phase2-UDP-Large-Flood,Firmware-Update,True
161.09,10.1.1.26,ATTACKER-Cart-4,0.95,Phase2-UDP-Large-Flood,Firmware-Update,True
161.11,10.1.1.28,ATTACKER-Cart-6,0.91,Phase2-UDP-Large-Flood,Firmware-Update,True
162.0,10.1.1.27,ATTACKER-Cart-5,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
162.0,10.1.1.30,ATTACKER-Cart-8,0.99,Phase2-UDP-Large-Flood,Firmware-Update,True
162.0,10.1.1.23,ATTACKER-Cart-1,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
162.01,10.1.1.29,ATTACKER-Cart-7,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
162.01,10.1.1.26,ATTACKER-Cart-4,0.95,Phase2-UDP-Large-Flood,Firmware-Update,True
162.03,10.1.1.31,ATTACKER-Cart-9,0.88,Phase2-UDP-Large-Flood,Firmware-Update,True
162.04,10.1.1.28,ATTACKER-Cart-6,0.97,Phase2-UDP-Large-Flood,Firmware-Update,True
162.09,10.1.1.24,ATTACKER-Cart-2,0.93,Phase2-UDP-Large-Flood,Firmware-Update,True
162.31,10.1.1.22,ATTACKER-Cart-0,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
163.0,10.1.1.30,ATTACKER-Cart-8,0.99,Phase2-UDP-Large-Flood,Firmware-Update,True
163.0,10.1.1.23,ATTACKER-Cart-1,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
163.01,10.1.1.29,ATTACKER-Cart-7,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
163.01,10.1.1.27,ATTACKER-Cart-5,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
163.03,10.1.1.28,ATTACKER-Cart-6,0.99,Phase2-UDP-Large-Flood,Firmware-Update,True
163.06,10.1.1.26,ATTACKER-Cart-4,0.96,Phase2-UDP-Large-Flood,Firmware-Update,True
163.09,10.1.1.24,ATTACKER-Cart-2,0.95,Phase2-UDP-Large-Flood,Firmware-Update,True
163.15,10.1.1.22,ATTACKER-Cart-0,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
164.0,10.1.1.27,ATTACKER-Cart-5,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
164.0,10.1.1.31,ATTACKER-Cart-9,0.96,Phase2-UDP-Large-Flood,Firmware-Update,True
164.0,10.1.1.23,ATTACKER-Cart-1,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
164.01,10.1.1.24,ATTACKER-Cart-2,0.92,Phase2-UDP-Large-Flood,Firmware-Update,True
164.01,10.1.1.26,ATTACKER-Cart-4,0.92,Phase2-UDP-Large-Flood,Firmware-Update,True
164.01,10.1.1.30,ATTACKER-Cart-8,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
164.02,10.1.1.29,ATTACKER-Cart-7,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
164.12,10.1.1.28,ATTACKER-Cart-6,0.81,Phase2-UDP-Large-Flood,Firmware-Update,True
164.2,10.1.1.22,ATTACKER-Cart-0,0.91,Phase2-UDP-Large-Flood,Firmware-Update,True
165.0,10.1.1.23,ATTACKER-Cart-1,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
165.0,10.1.1.26,ATTACKER-Cart-4,0.83,Phase2-UDP-Large-Flood,Firmware-Update,True
165.01,10.1.1.29,ATTACKER-Cart-7,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
165.01,10.1.1.27,ATTACKER-Cart-5,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
165.01,10.1.1.30,ATTACKER-Cart-8,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
165.02,10.1.1.22,ATTACKER-Cart-0,0.95,Phase2-UDP-Large-Flood,Firmware-Update,True
165.03,10.1.1.28,ATTACKER-Cart-6,0.92,Phase2-UDP-Large-Flood,Firmware-Update,True
165.03,10.1.1.31,ATTACKER-Cart-9,0.97,Phase2-UDP-Large-Flood,Firmware-Update,True
165.05,10.1.1.24,ATTACKER-Cart-2,0.79,Phase2-UDP-Large-Flood,Firmware-Update,True
166.0,10.1.1.26,ATTACKER-Cart-4,0.99,Phase2-UDP-Large-Flood,Firmware-Update,True
166.0,10.1.1.30,ATTACKER-Cart-8,0.97,Phase2-UDP-Large-Flood,Firmware-Update,True
166.0,10.1.1.27,ATTACKER-Cart-5,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
166.0,10.1.1.29,ATTACKER-Cart-7,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
166.0,10.1.1.23,ATTACKER-Cart-1,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
166.02,10.1.1.24,ATTACKER-Cart-2,0.82,Phase2-UDP-Large-Flood,Firmware-Update,True
166.02,10.1.1.22,ATTACKER-Cart-0,0.84,Phase2-UDP-Large-Flood,Firmware-Update,True
166.13,10.1.1.31,ATTACKER-Cart-9,0.97,Phase2-UDP-Large-Flood,Firmware-Update,True
166.34,10.1.1.28,ATTACKER-Cart-6,0.84,Phase2-UDP-Large-Flood,Firmware-Update,True
167.0,10.1.1.24,ATTACKER-Cart-2,0.96,Phase2-UDP-Large-Flood,Firmware-Update,True
167.0,10.1.1.29,ATTACKER-Cart-7,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
167.0,10.1.1.30,ATTACKER-Cart-8,0.97,Phase2-UDP-Large-Flood,Firmware-Update,True
167.0,10.1.1.27,ATTACKER-Cart-5,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
167.0,10.1.1.23,ATTACKER-Cart-1,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
167.01,10.1.1.31,ATTACKER-Cart-9,0.91,Phase2-UDP-Large-Flood,Firmware-Update,True
167.01,10.1.1.22,ATTACKER-Cart-0,0.94,Phase2-UDP-Large-Flood,Firmware-Update,True
167.06,10.1.1.28,ATTACKER-Cart-6,0.89,Phase2-UDP-Large-Flood,Firmware-Update,True
167.16,10.1.1.26,ATTACKER-Cart-4,0.95,Phase2-UDP-Large-Flood,Firmware-Update,True
168.0,10.1.1.28,ATTACKER-Cart-6,0.96,Phase2-UDP-Large-Flood,Firmware-Update,True
168.0,10.1.1.30,ATTACKER-Cart-8,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
168.0,10.1.1.29,ATTACKER-Cart-7,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
168.01,10.1.1.27,ATTACKER-Cart-5,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
168.01,10.1.1.22,ATTACKER-Cart-0,0.97,Phase2-UDP-Large-Flood,Firmware-Update,True
168.01,10.1.1.23,ATTACKER-Cart-1,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
168.03,10.1.1.26,ATTACKER-Cart-4,0.99,Phase2-UDP-Large-Flood,Firmware-Update,True
168.11,10.1.1.31,ATTACKER-Cart-9,0.88,Phase2-UDP-Large-Flood,Firmware-Update,True
168.13,10.1.1.24,ATTACKER-Cart-2,0.88,Phase2-UDP-Large-Flood,Firmware-Update,True
169.0,10.1.1.29,ATTACKER-Cart-7,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
169.0,10.1.1.30,ATTACKER-Cart-8,0.98,Phase2-UDP-Large-Flood,Firmware-Update,True
169.0,10.1.1.23,ATTACKER-Cart-1,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
169.0,10.1.1.27,ATTACKER-Cart-5,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
169.01,10.1.1.31,ATTACKER-Cart-9,0.83,Phase2-UDP-Large-Flood,Firmware-Update,True
169.02,10.1.1.22,ATTACKER-Cart-0,0.94,Phase2-UDP-Large-Flood,Firmware-Update,True
169.03,10.1.1.28,ATTACKER-Cart-6,0.92,Phase2-UDP-Large-Flood,Firmware-Update,True
169.06,10.1.1.26,ATTACKER-Cart-4,0.98,Phase2-UDP-Large-Flood,Firmware-Update,True
169.11,10.1.1.24,ATTACKER-Cart-2,0.94,Phase2-UDP-Large-Flood,Firmware-Update,True
170.0,10.1.1.31,ATTACKER-Cart-9,0.85,Phase2-UDP-Large-Flood,Firmware-Update,True
170.0,10.1.1.24,ATTACKER-Cart-2,0.99,Phase2-UDP-Large-Flood,Firmware-Update,True
170.0,10.1.1.30,ATTACKER-Cart-8,0.99,Phase2-UDP-Large-Flood,Firmware-Update,True
170.0,10.1.1.29,ATTACKER-Cart-7,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
170.0,10.1.1.27,ATTACKER-Cart-5,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
170.01,10.1.1.23,ATTACKER-Cart-1,0.91,Phase2-UDP-Large-Flood,Firmware-Update,True
170.03,10.1.1.28,ATTACKER-Cart-6,0.93,Phase2-UDP-Large-Flood,Firmware-Update,True
170.06,10.1.1.26,ATTACKER-Cart-4,0.94,Phase2-UDP-Large-Flood,Firmware-Update,True
170.12,10.1.1.22,ATTACKER-Cart-0,0.93,Phase2-UDP-Large-Flood,Firmware-Update,True
171.0,10.1.1.29,ATTACKER-Cart-7,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
171.01,10.1.1.31,ATTACKER-Cart-9,0.87,Phase2-UDP-Large-Flood,Firmware-Update,True
171.01,10.1.1.23,ATTACKER-Cart-1,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
171.01,10.1.1.30,ATTACKER-Cart-8,0.97,Phase2-UDP-Large-Flood,Firmware-Update,True
171.01,10.1.1.22,ATTACKER-Cart-0,0.58,Phase2-UDP-Large-Flood,Firmware-Update,True
171.1,10.1.1.26,ATTACKER-Cart-4,0.96,Phase2-UDP-Large-Flood,Firmware-Update,True
171.18,10.1.1.24,ATTACKER-Cart-2,0.52,Phase2-UDP-Large-Flood,Firmware-Update,True
171.19,10.1.1.27,ATTACKER-Cart-5,0.91,Phase2-UDP-Large-Flood,Firmware-Update,True
171.21,10.1.1.28,ATTACKER-Cart-6,0.96,Phase2-UDP-Large-Flood,Firmware-Update,True
172.0,10.1.1.29,ATTACKER-Cart-7,0.99,Phase2-UDP-Large-Flood,Firmware-Update,True
172.0,10.1.1.24,ATTACKER-Cart-2,0.91,Phase2-UDP-Large-Flood,Firmware-Update,True
172.0,10.1.1.23,ATTACKER-Cart-1,0.99,Phase2-UDP-Large-Flood,Firmware-Update,True
172.01,10.1.1.27,ATTACKER-Cart-5,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
172.02,10.1.1.30,ATTACKER-Cart-8,0.99,Phase2-UDP-Large-Flood,Firmware-Update,True
172.04,10.1.1.26,ATTACKER-Cart-4,0.98,Phase2-UDP-Large-Flood,Firmware-Update,True
172.06,10.1.1.22,ATTACKER-Cart-0,0.91,Phase2-UDP-Large-Flood,Firmware-Update,True
172.08,10.1.1.28,ATTACKER-Cart-6,0.98,Phase2-UDP-Large-Flood,Firmware-Update,True
172.12,10.1.1.31,ATTACKER-Cart-9,0.87,Phase2-UDP-Large-Flood,Firmware-Update,True
173.0,10.1.1.27,ATTACKER-Cart-5,0.99,Phase2-UDP-Large-Flood,Firmware-Update,True
173.0,10.1.1.26,ATTACKER-Cart-4,0.93,Phase2-UDP-Large-Flood,Firmware-Update,True
173.0,10.1.1.29,ATTACKER-Cart-7,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
173.01,10.1.1.23,ATTACKER-Cart-1,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
173.01,10.1.1.22,ATTACKER-Cart-0,0.9,Phase2-UDP-Large-Flood,Firmware-Update,True
173.02,10.1.1.28,ATTACKER-Cart-6,0.98,Phase2-UDP-Large-Flood,Firmware-Update,True
173.02,10.1.1.30,ATTACKER-Cart-8,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
173.04,10.1.1.31,ATTACKER-Cart-9,0.9,Phase2-UDP-Large-Flood,Firmware-Update,True
173.1,10.1.1.24,ATTACKER-Cart-2,0.98,Phase2-UDP-Large-Flood,Firmware-Update,True
173.43,10.1.1.25,ATTACKER-Cart-3,0.78,Phase2-UDP-Large-Flood,Firmware-Update,True
174.0,10.1.1.27,ATTACKER-Cart-5,0.89,Phase2-UDP-Large-Flood,Firmware-Update,True
174.0,10.1.1.29,ATTACKER-Cart-7,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
174.0,10.1.1.30,ATTACKER-Cart-8,0.96,Phase2-UDP-Large-Flood,Firmware-Update,True
174.01,10.1.1.31,ATTACKER-Cart-9,0.97,Phase2-UDP-Large-Flood,Firmware-Update,True
174.01,10.1.1.28,ATTACKER-Cart-6,0.95,Phase2-UDP-Large-Flood,Firmware-Update,True
174.03,10.1.1.26,ATTACKER-Cart-4,0.93,Phase2-UDP-Large-Flood,Firmware-Update,True
174.08,10.1.1.23,ATTACKER-Cart-1,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
174.08,10.1.1.25,ATTACKER-Cart-3,0.97,Phase2-UDP-Large-Flood,Firmware-Update,True
174.09,10.1.1.24,ATTACKER-Cart-2,0.96,Phase2-UDP-Large-Flood,Firmware-Update,True
174.09,10.1.1.22,ATTACKER-Cart-0,0.94,Phase2-UDP-Large-Flood,Firmware-Update,True
175.0,10.1.1.31,ATTACKER-Cart-9,0.77,Phase2-UDP-Large-Flood,Firmware-Update,True
175.0,10.1.1.30,ATTACKER-Cart-8,0.74,Phase2-UDP-Large-Flood,Firmware-Update,True
175.0,10.1.1.28,ATTACKER-Cart-6,0.96,Phase2-UDP-Large-Flood,Firmware-Update,True
175.0,10.1.1.24,ATTACKER-Cart-2,0.92,Phase2-UDP-Large-Flood,Firmware-Update,True
175.0,10.1.1.29,ATTACKER-Cart-7,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
175.01,10.1.1.23,ATTACKER-Cart-1,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
175.01,10.1.1.27,ATTACKER-Cart-5,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
175.03,10.1.1.22,ATTACKER-Cart-0,0.97,Phase2-UDP-Large-Flood,Firmware-Update,True
175.1,10.1.1.26,ATTACKER-Cart-4,0.88,Phase2-UDP-Large-Flood,Firmware-Update,True
175.16,10.1.1.25,ATTACKER-Cart-3,0.84,Phase2-UDP-Large-Flood,Firmware-Update,True
176.0,10.1.1.29,ATTACKER-Cart-7,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
176.0,10.1.1.23,ATTACKER-Cart-1,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
176.0,10.1.1.31,ATTACKER-Cart-9,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
176.0,10.1.1.28,ATTACKER-Cart-6,0.96,Phase2-UDP-Large-Flood,Firmware-Update,True
176.01,10.1.1.27,ATTACKER-Cart-5,0.98,Phase2-UDP-Large-Flood,Firmware-Update,True
176.02,10.1.1.30,ATTACKER-Cart-8,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
176.04,10.1.1.24,ATTACKER-Cart-2,0.97,Phase2-UDP-Large-Flood,Firmware-Update,True
176.04,10.1.1.22,ATTACKER-Cart-0,0.97,Phase2-UDP-Large-Flood,Firmware-Update,True
176.13,10.1.1.25,ATTACKER-Cart-3,0.94,Phase2-UDP-Large-Flood,Firmware-Update,True
176.49,10.1.1.26,ATTACKER-Cart-4,0.95,Phase2-UDP-Large-Flood,Firmware-Update,True
177.0,10.1.1.31,ATTACKER-Cart-9,0.99,Phase2-UDP-Large-Flood,Firmware-Update,True
177.0,10.1.1.22,ATTACKER-Cart-0,0.95,Phase2-UDP-Large-Flood,Firmware-Update,True
177.0,10.1.1.30,ATTACKER-Cart-8,0.92,Phase2-UDP-Large-Flood,Firmware-Update,True
177.0,10.1.1.29,ATTACKER-Cart-7,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
177.0,10.1.1.23,ATTACKER-Cart-1,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
177.01,10.1.1.28,ATTACKER-Cart-6,0.93,Phase2-UDP-Large-Flood,Firmware-Update,True
177.02,10.1.1.25,ATTACKER-Cart-3,0.83,Phase2-UDP-Large-Flood,Firmware-Update,True
177.02,10.1.1.26,ATTACKER-Cart-4,0.86,Phase2-UDP-Large-Flood,Firmware-Update,True
177.03,10.1.1.24,ATTACKER-Cart-2,0.95,Phase2-UDP-Large-Flood,Firmware-Update,True
177.04,10.1.1.27,ATTACKER-Cart-5,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
178.0,10.1.1.24,ATTACKER-Cart-2,0.94,Phase2-UDP-Large-Flood,Firmware-Update,True
178.0,10.1.1.29,ATTACKER-Cart-7,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
178.0,10.1.1.31,ATTACKER-Cart-9,0.98,Phase2-UDP-Large-Flood,Firmware-Update,True
178.0,10.1.1.23,ATTACKER-Cart-1,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
178.0,10.1.1.25,ATTACKER-Cart-3,0.93,Phase2-UDP-Large-Flood,Firmware-Update,True
178.01,10.1.1.22,ATTACKER-Cart-0,0.93,Phase2-UDP-Large-Flood,Firmware-Update,True
178.02,10.1.1.27,ATTACKER-Cart-5,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
178.04,10.1.1.30,ATTACKER-Cart-8,0.88,Phase2-UDP-Large-Flood,Firmware-Update,True
178.1,10.1.1.28,ATTACKER-Cart-6,0.97,Phase2-UDP-Large-Flood,Firmware-Update,True
179.0,10.1.1.23,ATTACKER-Cart-1,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
179.0,10.1.1.22,ATTACKER-Cart-0,0.87,Phase2-UDP-Large-Flood,Firmware-Update,True
179.0,10.1.1.29,ATTACKER-Cart-7,1.0,Phase2-UDP-Large-Flood,Firmware-Update,True
179.0,10.1.1.31,ATTACKER-Cart-9,0.72,Phase2-UDP-Large-Flood,Firmware-Update,True
179.01,10.1.1.25,ATTACKER-Cart-3,0.99,Phase2-UDP-Large-Flood,Firmware-Update,True
179.03,10.1.1.30,ATTACKER-Cart-8,0.93,Phase2-UDP-Large-Flood,Firmware-Update,True
179.03,10.1.1.27,ATTACKER-Cart-5,0.96,Phase2-UDP-Large-Flood,Firmware-Update,True
179.04,10.1.1.24,ATTACKER-Cart-2,0.81,Phase2-UDP-Large-Flood,Firmware-Update,True
179.11,10.1.1.28,ATTACKER-Cart-6,0.87,Phase2-UDP-Large-Flood,Firmware-Update,True
180.0,10.1.1.22,ATTACKER-Cart-0,0.83,Unknown,Normal-Baseline,False
180.0,10.1.1.24,ATTACKER-Cart-2,0.8,Unknown,Normal-Baseline,False
181.0,10.1.1.28,ATTACKER-Cart-6,0.89,Unknown,Normal-Baseline,False
186.0,10.1.1.23,ATTACKER-Cart-1,0.51,Unknown,Normal-Baseline,False
186.01,10.1.1.28,ATTACKER-Cart-6,0.66,Unknown,Normal-Baseline,False
187.01,10.1.1.28,ATTACKER-Cart-6,0.85,Unknown,Normal-Baseline,False
188.0,10.1.1.22,ATTACKER-Cart-0,0.79,Unknown,Normal-Baseline,False
188.03,10.1.1.28,ATTACKER-Cart-6,0.72,Unknown,Normal-Baseline,False
191.01,10.1.1.24,ATTACKER-Cart-2,0.54,Unknown,Normal-Baseline,False
192.02,10.1.1.22,ATTACKER-Cart-0,0.57,Unknown,Normal-Baseline,False
195.0,10.1.1.28,ATTACKER-Cart-6,0.97,Phase3-ICMP-Flood,Normal-Baseline,True
195.0,10.1.1.23,ATTACKER-Cart-1,1.0,Phase3-ICMP-Flood,Normal-Baseline,True
195.0,10.1.1.24,ATTACKER-Cart-2,0.98,Phase3-ICMP-Flood,Normal-Baseline,True
195.01,10.1.1.29,ATTACKER-Cart-7,0.99,Phase3-ICMP-Flood,Normal-Baseline,True
195.01,10.1.1.31,ATTACKER-Cart-9,0.98,Phase3-ICMP-Flood,Normal-Baseline,True
195.02,10.1.1.27,ATTACKER-Cart-5,0.99,Phase3-ICMP-Flood,Normal-Baseline,True
195.04,10.1.1.30,ATTACKER-Cart-8,0.98,Phase3-ICMP-Flood,Normal-Baseline,True
195.06,10.1.1.22,ATTACKER-Cart-0,0.94,Phase3-ICMP-Flood,Normal-Baseline,True
195.06,10.1.1.25,ATTACKER-Cart-3,0.96,Phase3-ICMP-Flood,Normal-Baseline,True
196.0,10.1.1.24,ATTACKER-Cart-2,0.96,Phase3-ICMP-Flood,Normal-Baseline,True
196.0,10.1.1.23,ATTACKER-Cart-1,1.0,Phase3-ICMP-Flood,Normal-Baseline,True
196.0,10.1.1.29,ATTACKER-Cart-7,1.0,Phase3-ICMP-Flood,Normal-Baseline,True
196.0,10.1.1.27,ATTACKER-Cart-5,1.0,Phase3-ICMP-Flood,Normal-Baseline,True
196.0,10.1.1.22,ATTACKER-Cart-0,0.97,Phase3-ICMP-Flood,Normal-Baseline,True
196.01,10.1.1.31,ATTACKER-Cart-9,0.98,Phase3-ICMP-Flood,Normal-Baseline,True
196.04,10.1.1.28,ATTACKER-Cart-6,0.94,Phase3-ICMP-Flood,Normal-Baseline,True
196.04,10.1.1.30,ATTACKER-Cart-8,0.95,Phase3-ICMP-Flood,Normal-Baseline,True
196.08,10.1.1.25,ATTACKER-Cart-3,1.0,Phase3-ICMP-Flood,Normal-Baseline,True
197.0,10.1.1.25,ATTACKER-Cart-3,1.0,Phase3-ICMP-Flood,Normal-Baseline,True
197.0,10.1.1.27,ATTACKER-Cart-5,0.95,Phase3-ICMP-Flood,Normal-Baseline,True
197.0,10.1.1.22,ATTACKER-Cart-0,0.99,Phase3-ICMP-Flood,Normal-Baseline,True
197.0,10.1.1.23,ATTACKER-Cart-1,1.0,Phase3-ICMP-Flood,Normal-Baseline,True
197.0,10.1.1.29,ATTACKER-Cart-7,1.0,Phase3-ICMP-Flood,Normal-Baseline,True
197.0,10.1.1.24,ATTACKER-Cart-2,0.99,Phase3-ICMP-Flood,Normal-Baseline,True
197.01,10.1.1.31,ATTACKER-Cart-9,0.98,Phase3-ICMP-Flood,Normal-Baseline,True
197.01,10.1.1.28,ATTACKER-Cart-6,0.93,Phase3-ICMP-Flood,Normal-Baseline,True
197.03,10.1.1.30,ATTACKER-Cart-8,0.99,Phase3-ICMP-Flood,Normal-Baseline,True
198.0,10.1.1.25,ATTACKER-Cart-3,0.99,Phase3-ICMP-Flood,Normal-Baseline,True
198.0,10.1.1.29,ATTACKER-Cart-7,1.0,Phase3-ICMP-Flood,Normal-Baseline,True
198.0,10.1.1.27,ATTACKER-Cart-5,1.0,Phase3-ICMP-Flood,Normal-Baseline,True
198.0,10.1.1.24,ATTACKER-Cart-2,1.0,Phase3-ICMP-Flood,Normal-Baseline,True
198.0,10.1.1.31,ATTACKER-Cart-9,0.95,Phase3-ICMP-Flood,Normal-Baseline,True
198.01,10.1.1.22,ATTACKER-Cart-0,0.98,Phase3-ICMP-Flood,Normal-Baseline,True
198.01,10.1.1.23,ATTACKER-Cart-1,1.0,Phase3-ICMP-Flood,Normal-Baseline,True
198.01,10.1.1.30,ATTACKER-Cart-8,0.97,Phase3-ICMP-Flood,Normal-Baseline,True
198.1,10.1.1.28,ATTACKER-Cart-6,0.9,Phase3-ICMP-Flood,Normal-Baseline,True
199.0,10.1.1.31,ATTACKER-Cart-9,0.98,Phase3-ICMP-Flood,Normal-Baseline,True
199.0,10.1.1.25,ATTACKER-Cart-3,0.99,Phase3-ICMP-Flood,Normal-Baseline,True
199.0,10.1.1.29,ATTACKER-Cart-7,0.98,Phase3-ICMP-Flood,Normal-Baseline,True
199.0,10.1.1.24,ATTACKER-Cart-2,0.99,Phase3-ICMP-Flood,Normal-Baseline,True
199.0,10.1.1.23,ATTACKER-Cart-1,0.98,Phase3-ICMP-Flood,Normal-Baseline,True
199.0,10.1.1.27,ATTACKER-Cart-5,0.94,Phase3-ICMP-Flood,Normal-Baseline,True
199.0,10.1.1.22,ATTACKER-Cart-0,1.0,Phase3-ICMP-Flood,Normal-Baseline,True
199.0,10.1.1.30,ATTACKER-Cart-8,0.94,Phase3-ICMP-Flood,Normal-Baseline,True
199.07,10.1.1.28,ATTACKER-Cart-6,0.96,Phase3-ICMP-Flood,Normal-Baseline,True
200.0,10.1.1.23,ATTACKER-Cart-1,1.0,Phase3-ICMP-Flood,Evening-Rush,True
200.0,10.1.1.29,ATTACKER-Cart-7,1.0,Phase3-ICMP-Flood,Evening-Rush,True
200.0,10.1.1.25,ATTACKER-Cart-3,1.0,Phase3-ICMP-Flood,Evening-Rush,True
200.0,10.1.1.22,ATTACKER-Cart-0,0.84,Phase3-ICMP-Flood,Evening-Rush,True
200.0,10.1.1.27,ATTACKER-Cart-5,0.99,Phase3-ICMP-Flood,Evening-Rush,True
200.01,10.1.1.24,ATTACKER-Cart-2,1.0,Phase3-ICMP-Flood,Evening-Rush,True
200.01,10.1.1.31,ATTACKER-Cart-9,1.0,Phase3-ICMP-Flood,Evening-Rush,True
200.01,10.1.1.28,ATTACKER-Cart-6,0.96,Phase3-ICMP-Flood,Evening-Rush,True
200.03,10.1.1.30,ATTACKER-Cart-8,0.93,Phase3-ICMP-Flood,Evening-Rush,True
201.0,10.1.1.25,ATTACKER-Cart-3,1.0,Phase3-ICMP-Flood,Evening-Rush,True
201.0,10.1.1.24,ATTACKER-Cart-2,1.0,Phase3-ICMP-Flood,Evening-Rush,True
201.0,10.1.1.29,ATTACKER-Cart-7,1.0,Phase3-ICMP-Flood,Evening-Rush,True
201.01,10.1.1.22,ATTACKER-Cart-0,0.91,Phase3-ICMP-Flood,Evening-Rush,True
201.01,10.1.1.28,ATTACKER-Cart-6,1.0,Phase3-ICMP-Flood,Evening-Rush,True
201.01,10.1.1.23,ATTACKER-Cart-1,1.0,Phase3-ICMP-Flood,Evening-Rush,True
201.02,10.1.1.27,ATTACKER-Cart-5,0.99,Phase3-ICMP-Flood,Evening-Rush,True
201.06,10.1.1.30,ATTACKER-Cart-8,0.92,Phase3-ICMP-Flood,Evening-Rush,True
201.08,10.1.1.31,ATTACKER-Cart-9,1.0,Phase3-ICMP-Flood,Evening-Rush,True
202.0,10.1.1.24,ATTACKER-Cart-2,0.92,Phase3-ICMP-Flood,Evening-Rush,True
202.0,10.1.1.28,ATTACKER-Cart-6,0.99,Phase3-ICMP-Flood,Evening-Rush,True
202.0,10.1.1.31,ATTACKER-Cart-9,0.99,Phase3-ICMP-Flood,Evening-Rush,True
202.0,10.1.1.23,ATTACKER-Cart-1,1.0,Phase3-ICMP-Flood,Evening-Rush,True
202.0,10.1.1.25,ATTACKER-Cart-3,1.0,Phase3-ICMP-Flood,Evening-Rush,True
202.01,10.1.1.22,ATTACKER-Cart-0,1.0,Phase3-ICMP-Flood,Evening-Rush,True
202.01,10.1.1.29,ATTACKER-Cart-7,1.0,Phase3-ICMP-Flood,Evening-Rush,True
202.03,10.1.1.30,ATTACKER-Cart-8,1.0,Phase3-ICMP-Flood,Evening-Rush,True
202.04,10.1.1.27,ATTACKER-Cart-5,1.0,Phase3-ICMP-Flood,Evening-Rush,True
